19.099087,64.484161,7.840009,3,1511376341,
20.890179,82.680267,0.000000,3,1511376368,
17.586847,68.542999,0.000000,3,1511376899,
20.182322,61.127228,7.700000,3,1511377539,
19.184887,63.553375,7.420004,2,1511377779,
15.699231,74.074310,0.000000,2,1511378873,
16.289112,72.220367,3.920004,2,1511379108,
17.726274,68.039459,0.000000,2,1511379248,
18.680809,65.483612,7.140008,2,1511379369,
19.560266,64.865631,7.420004,2,1511379469,
19.688967,62.477631,0.000000,2,1511379682,
19.957094,71.938080,0.000000,3,1511434784,
20.311024,71.793121,0.000000,3,1511434857,
14.208443,68.939728,0.000000,2,1511436578,
17.769175,59.204620,8.120005,2,1511436830,
0.000000,0.000000,45695.300781,3,1511436863,
18.412682,57.381195,0.000000,1,1511436904,
0.000000,0.000000,45695.304688,2,1511437677,
26.083271,38.887543,6.076001,2,1511438213,
18.123102,59.296173,0.000000,1,1511438491,
18.841684,58.273834,8.120005,1,1511438724,
21.433941,50.617737,5.935997,2,1511440817,
18.906034,58.510345,0.000000,1,1511440966,
22.402416,49.561066,0.000000,1,1511441949,
22.552568,50.537628,0.000000,1,1511442013,
22.389545,67.070534,0.350000,3,1511442180,
22.445318,49.965424,0.000000,1,1511442474,
22.359516,49.950165,0.000000,1,1511442701,
20.026810,60.521461,0.000000,2,1511781409,
20.054693,60.699219,0.000000,2,1511781436,
20.061131,60.356651,0.000000,2,1511781639,
20.154438,59.959167,0.000000,2,1511781679,
20.193045,59.553284,0.000000,2,1511781706,
20.296007,60.078186,0.000000,2,1511781841,
20.730373,61.697899,0.000000,2,1511782507,
20.789364,63.812782,0.000000,2,1511782534,
20.833334,63.574745,0.000000,2,1511782579,
20.782927,47.890228,0.000000,3,1512058720,
20.772202,47.905487,0.000000,3,1512058722,
20.782927,47.890228,0.000000,3,1512058724,
20.793652,47.890228,7.420004,3,1512058725,
20.750751,47.905487,0.000000,3,1512058727,
20.761477,47.913116,0.000000,3,1512058729,
20.740026,47.890228,0.000000,3,1512058730,
20.750751,47.913116,0.000000,3,1512058732,
20.686401,47.928375,0.000000,3,1512058740,
20.675676,47.905487,0.000000,3,1512058741,
20.675676,47.913116,0.000000,3,1512058743,
20.664951,47.943634,0.000000,3,1512058745,
20.632776,47.936005,0.000000,3,1512058747,
20.643501,47.920746,0.000000,3,1512058748,
20.643501,47.951263,0.000000,3,1512058750,
20.697126,47.951263,0.000000,3,1512058752,
20.707851,47.951263,7.140008,3,1512058753,
20.707851,47.958893,0.000000,3,1512058755,
20.707851,47.951263,0.000000,3,1512058757,
20.729301,47.958893,0.000000,3,1512058758,
20.729301,47.951263,7.279996,3,1512058760,
20.750751,47.958893,0.000000,3,1512058762,
20.793652,48.004669,0.000000,3,1512058763,
